#########################
Begin Lexical Analysis...
#########################
############
Lexer Output
############
CP = 0    Type = id	Data = begin	Pos = (0, 0)
SS = 12	CP = 495	                Predict Failed in CONDITION
SS = 14	CP = 495	                Deduce simple_part
SS = 14	CP = 495	                  Predict Failed in CONDITION
SS = 16	CP = 495	                  Deduce terminal_symbol
SS = 16	CP = 495	                    Predict Failed in CONDITION
SS = 17	CP = 495	                    Match  dlit
SS = 17	CP = 495	                    Accept dlit
SS = 16	CP = 496	                  Accept terminal_symbol
SS = 14	CP = 496	                Accept simple_part
SS = 12	CP = 496	              Accept part
SS = 13	CP = 496	              Match  ,
SS = 13	CP = 496	              Reject ,
SS = 13	CP = 496	              Deduce part
SS = 13	CP = 496	                Predict Failed in CONDITION
SS = 13	CP = 496	                Predict Failed in CONDITION
SS = 13	CP = 496	                Predict Failed in CONDITION
SS = 15	CP = 496	                Deduce simple_part
SS = 17	CP = 496	                  Deduce right_non_terminal_symbol
SS = 18	CP = 496	                    Deduce non_terminal_symbol
SS = 18	CP = 496	                      Match  id
SS = 18	CP = 496	                      Accept id
SS = 18	CP = 497	                    Accept non_terminal_symbol
SS = 17	CP = 497	                  Accept right_non_terminal_symbol
SS = 15	CP = 497	                Accept simple_part
SS = 13	CP = 497	              Accept part
SS = 13	CP = 497	              Match  ,
SS = 13	CP = 497	              Reject ,
SS = 12	CP = 497	              Predict Failed: part
SS = 11	CP = 497	            Accept term
SS = 11	CP = 497	            Match  |
SS = 11	CP = 497	            Reject |
SS = 10	CP = 497	          Accept declaration
SS = 9	CP = 497	          Match  }
SS = 9	CP = 497	          Accept }
SS = 9	CP = 498	        Accept repeat_part
SS = 7	CP = 498	      Accept part
SS = 7	CP = 498	      Match  ,
SS = 7	CP = 498	      Reject ,
SS = 6	CP = 498	      Predict Failed: part
SS = 5	CP = 498	    Accept term
SS = 5	CP = 498	    Match  |
SS = 5	CP = 498	    Reject |
SS = 4	CP = 498	  Accept declaration
SS = 4	CP = 498	  Deduce end_op
SS = 5	CP = 498	    Match  ;
SS = 5	CP = 498	    Accept ;
SS = 4	CP = 499	  Accept end_op
SS = 3	CP = 499	Accept statement
SS = 3	CP = 499	Deduce statement
SS = 4	CP = 499	  Deduce non_terminal_symbol
SS = 4	CP = 499	    Match  id
SS = 4	CP = 499	    Accept id
SS = 4	CP = 500	  Accept non_terminal_symbol
SS = 4	CP = 500	  Deduce assign_op
SS = 5	CP = 500	    Match  ::=
SS = 5	CP = 500	    Accept ::=
SS = 4	CP = 501	  Accept assign_op
SS = 4	CP = 501	  Deduce declaration
SS = 5	CP = 501	    Deduce term
SS = 6	CP = 501	      Deduce part
SS = 6	CP = 501	        Predict Failed in CONDITION
SS = 6	CP = 501	        Predict Failed in CONDITION
SS = 6	CP = 501	        Predict Failed in CONDITION
SS = 8	CP = 501	        Deduce simple_part
SS = 8	CP = 501	          Predict Failed in CONDITION
SS = 10	CP = 501	          Deduce terminal_symbol
SS = 10	CP = 501	            Predict Failed in CONDITION
SS = 10	CP = 501	            Predict Failed in CONDITION
SS = 11	CP = 501	            Match  token
SS = 11	CP = 501	            Accept token
SS = 10	CP = 502	          Accept terminal_symbol
SS = 8	CP = 502	        Accept simple_part
SS = 6	CP = 502	      Accept part
SS = 7	CP = 502	      Match  ,
SS = 7	CP = 502	      Reject ,
SS = 7	CP = 502	      Deduce part
SS = 7	CP = 502	        Predict Failed in CONDITION
SS = 7	CP = 502	        Predict Failed in CONDITION
SS = 7	CP = 502	        Predict Failed in CONDITION
SS = 9	CP = 502	        Deduce simple_part
SS = 9	CP = 502	          Predict Failed in CONDITION
SS = 11	CP = 502	          Deduce terminal_symbol
SS = 11	CP = 502	            Predict Failed in CONDITION
SS = 11	CP = 502	            Predict Failed in CONDITION
SS = 12	CP = 502	            Match  token
SS = 12	CP = 502	            Accept token
SS = 11	CP = 503	          Accept terminal_symbol
SS = 9	CP = 503	        Accept simple_part
SS = 7	CP = 503	      Accept part
SS = 7	CP = 503	      Match  ,
SS = 7	CP = 503	      Reject ,
SS = 6	CP = 503	      Predict Failed: part
SS = 5	CP = 503	    Accept term
SS = 5	CP = 503	    Match  |
SS = 5	CP = 503	    Accept |
SS = 6	CP = 504	    Deduce term
SS = 7	CP = 504	      Deduce part
SS = 7	CP = 504	        Predict Failed in CONDITION
SS = 7	CP = 504	        Predict Failed in CONDITION
SS = 9	CP = 504	        Deduce alternative_part
SS = 9	CP = 504	          Match  [
SS = 9	CP = 504	          Accept [
SS = 10	CP = 505	          Deduce declaration
SS = 11	CP = 505	            Deduce term
SS = 12	CP = 505	              Deduce part
SS = 12	CP = 505	                Predict Failed in CONDITION
SS = 12	CP = 505	                Predict Failed in CONDITION
SS = 12	CP = 505	                Predict Failed in CONDITION
SS = 14	CP = 505	                Deduce simple_part
SS = 14	CP = 505	                  Predict Failed in CONDITION
SS = 16	CP = 505	                  Deduce terminal_symbol
SS = 16	CP = 505	                    Predict Failed in CONDITION
SS = 17	CP = 505	                    Match  dlit
SS = 17	CP = 505	                    Accept dlit
SS = 16	CP = 506	                  Accept terminal_symbol
SS = 14	CP = 506	                Accept simple_part
SS = 12	CP = 506	              Accept part
SS = 13	CP = 506	              Match  ,
SS = 13	CP = 506	              Reject ,
SS = 12	CP = 506	              Predict Failed: part
SS = 11	CP = 506	            Accept term
SS = 11	CP = 506	            Match  |
SS = 11	CP = 506	            Reject |
SS = 10	CP = 506	          Accept declaration
SS = 9	CP = 506	          Match  ]
SS = 9	CP = 506	          Accept ]
SS = 9	CP = 507	        Accept alternative_part
SS = 7	CP = 507	      Accept part
SS = 8	CP = 507	      Match  ,
SS = 8	CP = 507	      Reject ,
SS = 8	CP = 507	      Deduce part
SS = 8	CP = 507	        Predict Failed in CONDITION
SS = 8	CP = 507	        Predict Failed in CONDITION
SS = 8	CP = 507	        Predict Failed in CONDITION
SS = 10	CP = 507	        Deduce simple_part
SS = 10	CP = 507	          Predict Failed in CONDITION
SS = 12	CP = 507	          Deduce terminal_symbol
SS = 12	CP = 507	            Predict Failed in CONDITION
SS = 12	CP = 507	            Predict Failed in CONDITION
SS = 13	CP = 507	            Match  token
SS = 13	CP = 507	            Accept token
SS = 12	CP = 508	          Accept terminal_symbol
SS = 10	CP = 508	        Accept simple_part
SS = 8	CP = 508	      Accept part
SS = 8	CP = 508	      Match  ,
SS = 8	CP = 508	      Reject ,
SS = 8	CP = 508	      Deduce part
SS = 8	CP = 508	        Predict Failed in CONDITION
SS = 8	CP = 508	        Predict Failed in CONDITION
SS = 10	CP = 508	        Deduce alternative_part
SS = 10	CP = 508	          Match  [
SS = 10	CP = 508	          Accept [
SS = 11	CP = 509	          Deduce declaration
SS = 12	CP = 509	            Deduce term
SS = 13	CP = 509	              Deduce part
SS = 13	CP = 509	                Predict Failed in CONDITION
SS = 13	CP = 509	                Predict Failed in CONDITION
SS = 13	CP = 509	                Predict Failed in CONDITION
SS = 15	CP = 509	                Deduce simple_part
SS = 15	CP = 509	                  Predict Failed in CONDITION
SS = 17	CP = 509	                  Deduce terminal_symbol
SS = 17	CP = 509	                    Predict Failed in CONDITION
SS = 18	CP = 509	                    Match  dlit
SS = 18	CP = 509	                    Accept dlit
SS = 17	CP = 510	                  Accept terminal_symbol
SS = 15	CP = 510	                Accept simple_part
SS = 13	CP = 510	              Accept part
SS = 14	CP = 510	              Match  ,
SS = 14	CP = 510	              Reject ,
SS = 13	CP = 510	              Predict Failed: part
SS = 12	CP = 510	            Accept term
SS = 12	CP = 510	            Match  |
SS = 12	CP = 510	            Reject |
SS = 11	CP = 510	          Accept declaration
SS = 10	CP = 510	          Match  ]
SS = 10	CP = 510	          Accept ]
SS = 10	CP = 511	        Accept alternative_part
SS = 8	CP = 511	      Accept part
SS = 8	CP = 511	      Match  ,
SS = 8	CP = 511	      Reject ,
SS = 8	CP = 511	      Deduce part
SS = 8	CP = 511	        Predict Failed in CONDITION
SS = 8	CP = 511	        Predict Failed in CONDITION
SS = 8	CP = 511	        Predict Failed in CONDITION
SS = 10	CP = 511	        Deduce simple_part
SS = 12	CP = 511	          Deduce right_non_terminal_symbol
SS = 13	CP = 511	            Deduce non_terminal_symbol
SS = 13	CP = 511	              Match  id
SS = 13	CP = 511	              Accept id
SS = 13	CP = 512	            Accept non_terminal_symbol
SS = 12	CP = 512	          Accept right_non_terminal_symbol
SS = 10	CP = 512	        Accept simple_part
SS = 8	CP = 512	      Accept part
SS = 8	CP = 512	      Match  ,
SS = 8	CP = 512	      Reject ,
SS = 8	CP = 512	      Deduce part
SS = 10	CP = 512	        Deduce repeat_part
SS = 10	CP = 512	          Match  {
SS = 10	CP = 512	          Accept {
SS = 11	CP = 513	          Deduce declaration
SS = 12	CP = 513	            Deduce term
SS = 13	CP = 513	              Deduce part
SS = 13	CP = 513	                Predict Failed in CONDITION
SS = 13	CP = 513	                Predict Failed in CONDITION
SS = 13	CP = 513	                Predict Failed in CONDITION
SS = 15	CP = 513	                Deduce simple_part
SS = 15	CP = 513	                  Predict Failed in CONDITION
SS = 17	CP = 513	                  Deduce terminal_symbol
SS = 17	CP = 513	                    Predict Failed in CONDITION
SS = 18	CP = 513	                    Match  dlit
SS = 18	CP = 513	                    Accept dlit
SS = 17	CP = 514	                  Accept terminal_symbol
SS = 15	CP = 514	                Accept simple_part
SS = 13	CP = 514	              Accept part
SS = 14	CP = 514	              Match  ,
SS = 14	CP = 514	              Reject ,
SS = 14	CP = 514	              Deduce part
SS = 14	CP = 514	                Predict Failed in CONDITION
SS = 14	CP = 514	                Predict Failed in CONDITION
SS = 14	CP = 514	                Predict Failed in CONDITION
SS = 16	CP = 514	                Deduce simple_part
SS = 18	CP = 514	                  Deduce right_non_terminal_symbol
SS = 19	CP = 514	                    Deduce non_terminal_symbol
SS = 19	CP = 514	                      Match  id
SS = 19	CP = 514	                      Accept id
SS = 19	CP = 515	                    Accept non_terminal_symbol
SS = 18	CP = 515	                  Accept right_non_terminal_symbol
SS = 16	CP = 515	                Accept simple_part
SS = 14	CP = 515	              Accept part
SS = 14	CP = 515	              Match  ,
SS = 14	CP = 515	              Reject ,
SS = 13	CP = 515	              Predict Failed: part
SS = 12	CP = 515	            Accept term
SS = 12	CP = 515	            Match  |
SS = 12	CP = 515	            Reject |
SS = 11	CP = 515	          Accept declaration
SS = 10	CP = 515	          Match  }
SS = 10	CP = 515	          Accept }
SS = 10	CP = 516	        Accept repeat_part
SS = 8	CP = 516	      Accept part
SS = 8	CP = 516	      Match  ,
SS = 8	CP = 516	      Reject ,
SS = 7	CP = 516	      Predict Failed: part
SS = 6	CP = 516	    Accept term
SS = 5	CP = 516	    Match  |
SS = 5	CP = 516	    Reject |
SS = 4	CP = 516	  Accept declaration
SS = 4	CP = 516	  Deduce end_op
SS = 5	CP = 516	    Match  ;
SS = 5	CP = 516	    Accept ;
SS = 4	CP = 517	  Accept end_op
SS = 3	CP = 517	Accept statement
SS = 3	CP = 517	Deduce statement
SS = 4	CP = 517	  Deduce non_terminal_symbol
SS = 4	CP = 517	    Match  id
SS = 4	CP = 517	    Accept id
SS = 4	CP = 518	  Accept non_terminal_symbol
SS = 4	CP = 518	  Deduce assign_op
SS = 5	CP = 518	    Match  ::=
SS = 5	CP = 518	    Accept ::=
SS = 4	CP = 519	  Accept assign_op
SS = 4	CP = 519	  Deduce declaration
SS = 5	CP = 519	    Deduce term
SS = 6	CP = 519	      Deduce part
SS = 6	CP = 519	        Predict Failed in CONDITION
SS = 6	CP = 519	        Predict Failed in CONDITION
SS = 6	CP = 519	        Predict Failed in CONDITION
SS = 8	CP = 519	        Deduce simple_part
SS = 8	CP = 519	          Predict Failed in CONDITION
SS = 10	CP = 519	          Deduce terminal_symbol
SS = 10	CP = 519	            Predict Failed in CONDITION
SS = 11	CP = 519	            Match  dlit
SS = 11	CP = 519	            Accept dlit
SS = 10	CP = 520	          Accept terminal_symbol
SS = 8	CP = 520	        Accept simple_part
SS = 6	CP = 520	      Accept part
SS = 7	CP = 520	      Match  ,
SS = 7	CP = 520	      Reject ,
SS = 7	CP = 520	      Deduce part
SS = 9	CP = 520	        Deduce repeat_part
SS = 9	CP = 520	          Match  {
SS = 9	CP = 520	          Accept {
SS = 10	CP = 521	          Deduce declaration
SS = 11	CP = 521	            Deduce term
SS = 12	CP = 521	              Deduce part
SS = 12	CP = 521	                Predict Failed in CONDITION
SS = 12	CP = 521	                Predict Failed in CONDITION
SS = 12	CP = 521	                Predict Failed in CONDITION
SS = 14	CP = 521	                Deduce simple_part
SS = 16	CP = 521	                  Deduce right_non_terminal_symbol
SS = 17	CP = 521	                    Deduce non_terminal_symbol
SS = 17	CP = 521	                      Match  id
SS = 17	CP = 521	                      Accept id
SS = 17	CP = 522	                    Accept non_terminal_symbol
SS = 16	CP = 522	                  Accept right_non_terminal_symbol
SS = 14	CP = 522	                Accept simple_part
SS = 12	CP = 522	              Accept part
SS = 13	CP = 522	              Match  ,
SS = 13	CP = 522	              Reject ,
SS = 13	CP = 522	              Deduce part
SS = 15	CP = 522	                Deduce repeat_part
SS = 15	CP = 522	                  Match  {
SS = 15	CP = 522	                  Accept {
SS = 16	CP = 523	                  Deduce declaration
SS = 17	CP = 523	                    Deduce term
SS = 18	CP = 523	                      Deduce part
SS = 18	CP = 523	                        Predict Failed in CONDITION
SS = 18	CP = 523	                        Predict Failed in CONDITION
SS = 18	CP = 523	                        Predict Failed in CONDITION
SS = 20	CP = 523	                        Deduce simple_part
SS = 20	CP = 523	                          Predict Failed in CONDITION
SS = 22	CP = 523	                          Deduce terminal_symbol
SS = 22	CP = 523	                            Predict Failed in CONDITION
SS = 22	CP = 523	                            Predict Failed in CONDITION
SS = 23	CP = 523	                            Match  token
SS = 23	CP = 523	                            Accept token
SS = 22	CP = 524	                          Accept terminal_symbol
SS = 20	CP = 524	                        Accept simple_part
SS = 18	CP = 524	                      Accept part
SS = 19	CP = 524	                      Match  ,
SS = 19	CP = 524	                      Reject ,
SS = 18	CP = 524	                      Predict Failed: part
SS = 17	CP = 524	                    Accept term
SS = 17	CP = 524	                    Match  |
SS = 17	CP = 524	                    Reject |
SS = 16	CP = 524	                  Accept declaration
SS = 15	CP = 524	                  Match  }
SS = 15	CP = 524	                  Accept }
SS = 15	CP = 525	                Accept repeat_part
SS = 13	CP = 525	              Accept part
SS = 13	CP = 525	              Match  ,
SS = 13	CP = 525	              Reject ,
SS = 12	CP = 525	              Predict Failed: part
SS = 11	CP = 525	            Accept term
SS = 11	CP = 525	            Match  |
SS = 11	CP = 525	            Reject |
SS = 10	CP = 525	          Accept declaration
SS = 9	CP = 525	          Match  }
SS = 9	CP = 525	          Accept }
SS = 9	CP = 526	        Accept repeat_part
SS = 7	CP = 526	      Accept part
SS = 7	CP = 526	      Match  ,
SS = 7	CP = 526	      Reject ,
SS = 7	CP = 526	      Deduce part
SS = 7	CP = 526	        Predict Failed in CONDITION
SS = 7	CP = 526	        Predict Failed in CONDITION
SS = 7	CP = 526	        Predict Failed in CONDITION
SS = 9	CP = 526	        Deduce simple_part
SS = 9	CP = 526	          Predict Failed in CONDITION
SS = 11	CP = 526	          Deduce terminal_symbol
SS = 11	CP = 526	            Predict Failed in CONDITION
SS = 12	CP = 526	            Match  dlit
SS = 12	CP = 526	            Accept dlit
SS = 11	CP = 527	          Accept terminal_symbol
SS = 9	CP = 527	        Accept simple_part
SS = 7	CP = 527	      Accept part
SS = 7	CP = 527	      Match  ,
SS = 7	CP = 527	      Reject ,
SS = 6	CP = 527	      Predict Failed: part
SS = 5	CP = 527	    Accept term
SS = 5	CP = 527	    Match  |
SS = 5	CP = 527	    Accept |
SS = 6	CP = 528	    Deduce term
SS = 7	CP = 528	      Deduce part
SS = 7	CP = 528	        Predict Failed in CONDITION
SS = 7	CP = 528	        Predict Failed in CONDITION
SS = 7	CP = 528	        Predict Failed in CONDITION
SS = 9	CP = 528	        Deduce simple_part
SS = 9	CP = 528	          Predict Failed in CONDITION
SS = 11	CP = 528	          Deduce terminal_symbol
SS = 11	CP = 528	            Predict Failed in CONDITION
SS = 12	CP = 528	            Match  dlit
SS = 12	CP = 528	            Accept dlit
SS = 11	CP = 529	          Accept terminal_symbol
SS = 9	CP = 529	        Accept simple_part
SS = 7	CP = 529	      Accept part
SS = 8	CP = 529	      Match  ,
SS = 8	CP = 529	      Reject ,
SS = 8	CP = 529	      Deduce part
SS = 8	CP = 529	        Predict Failed in CONDITION
SS = 8	CP = 529	        Predict Failed in CONDITION
SS = 8	CP = 529	        Predict Failed in CONDITION
SS = 10	CP = 529	        Deduce simple_part
